antecedents,consequents,support,confidence,lift
"External Hard Drive, Keyboard, Microsoft Office, Mouse","Monitor, Speakers",0.1,1.0,2.5
"External Hard Drive, Microsoft Office, Monitor, Speakers","Keyboard, Mouse",0.1,0.5,1.25
"External Hard Drive, Keyboard, Monitor, Speakers","Microsoft Office, Mouse",0.1,0.5,2.5
"Keyboard, Microsoft Office, Monitor, Speakers","External Hard Drive, Mouse",0.1,0.5,1.6666666666666667
"External Hard Drive, Keyboard, Microsoft Office, Speakers","Monitor, Mouse",0.1,0.5,2.5
"External Hard Drive, Keyboard, Microsoft Office, Monitor","Mouse, Speakers",0.1,0.5,2.5
"Monitor, Mouse, Speakers","External Hard Drive, Keyboard, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Mouse, Speakers","Keyboard, Microsoft Office, Monitor",0.1,1.0,5.0
"Microsoft Office, Mouse, Speakers","External Hard Drive, Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Mouse, Speakers","External Hard Drive, Microsoft Office, Monitor",0.1,1.0,5.0
"External Hard Drive, Monitor, Mouse","Keyboard, Microsoft Office, Speakers",0.1,0.5,2.5
"Microsoft Office, Monitor, Mouse","External Hard Drive, Keyboard, Speakers",0.1,1.0,5.0
"Keyboard, Monitor, Mouse","External Hard Drive, Microsoft Office, Speakers",0.1,0.5,2.5
"External Hard Drive, Microsoft Office, Mouse","Keyboard, Monitor, Speakers",0.1,1.0,5.0
"Keyboard, Microsoft Office, Mouse","External Hard Drive, Monitor, Speakers",0.1,1.0,3.3333333333333335
"Keyboard, Monitor, Speakers","External Hard Drive, Microsoft Office, Mouse",0.1,0.5,5.0
"External Hard Drive, Microsoft Office, Speakers","Keyboard, Monitor, Mouse",0.1,0.5,2.5
"External Hard Drive, Keyboard, Speakers","Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"Keyboard, Microsoft Office, Speakers","External Hard Drive, Monitor, Mouse",0.1,0.5,2.5
"External Hard Drive, Microsoft Office, Monitor","Keyboard, Mouse, Speakers",0.1,0.5,5.0
"Keyboard, Microsoft Office, Monitor","External Hard Drive, Mouse, Speakers",0.1,0.5,5.0
"External Hard Drive, Keyboard, Microsoft Office","Monitor, Mouse, Speakers",0.1,0.5,5.0
"Mouse, Speakers","External Hard Drive, Keyboard, Microsoft Office, Monitor",0.1,0.5,2.5
"Monitor, Mouse","External Hard Drive, Keyboard, Microsoft Office, Speakers",0.1,0.5,2.5
"Microsoft Office, Mouse","External Hard Drive, Keyboard, Monitor, Speakers",0.1,0.5,2.5
"Keyboard, Speakers","External Hard Drive, Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Microsoft Office","Keyboard, Monitor, Mouse, Speakers",0.1,0.5,5.0
"Keyboard, Microsoft Office","External Hard Drive, Monitor, Mouse, Speakers",0.1,0.5,5.0
"External Hard Drive, Microsoft Office, Monitor, Mouse, Speakers",Laptop,0.1,1.0,2.0
"External Hard Drive, Laptop, Microsoft Office, Monitor, Mouse",Speakers,0.1,1.0,2.0
"External Hard Drive, Laptop, Monitor, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Laptop, Microsoft Office, Monitor, Mouse, Speakers",External Hard Drive,0.1,1.0,2.0
"External Hard Drive, Laptop, Microsoft Office, Mouse, Speakers",Monitor,0.1,1.0,2.0
"External Hard Drive, Laptop, Microsoft Office, Monitor, Speakers",Mouse,0.1,1.0,2.0
"External Hard Drive, Microsoft Office, Monitor, Mouse","Laptop, Speakers",0.1,1.0,5.0
"External Hard Drive, Monitor, Mouse, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Laptop, Monitor, Mouse","Microsoft Office, Speakers",0.1,1.0,2.5
"Microsoft Office, Monitor, Mouse, Speakers","External Hard Drive, Laptop",0.1,1.0,5.0
"Laptop, Microsoft Office, Monitor, Mouse","External Hard Drive, Speakers",0.1,1.0,3.3333333333333335
"Laptop, Monitor, Mouse, Speakers","External Hard Drive, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Microsoft Office, Mouse, Speakers","Laptop, Monitor",0.1,1.0,10.0
"External Hard Drive, Laptop, Microsoft Office, Mouse","Monitor, Speakers",0.1,1.0,2.5
"External Hard Drive, Laptop, Mouse, Speakers","Microsoft Office, Monitor",0.1,1.0,3.3333333333333335
"Laptop, Microsoft Office, Mouse, Speakers","External Hard Drive, Monitor",0.1,0.5,1.25
"External Hard Drive, Microsoft Office, Monitor, Speakers","Laptop, Mouse",0.1,0.5,1.25
"External Hard Drive, Laptop, Microsoft Office, Monitor","Mouse, Speakers",0.1,1.0,5.0
"External Hard Drive, Laptop, Monitor, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Laptop, Microsoft Office, Monitor, Speakers","External Hard Drive, Mouse",0.1,1.0,3.3333333333333335
"External Hard Drive, Laptop, Microsoft Office, Speakers","Monitor, Mouse",0.1,1.0,5.0
"External Hard Drive, Monitor, Mouse","Laptop, Microsoft Office, Speakers",0.1,0.5,2.5
"Microsoft Office, Monitor, Mouse","External Hard Drive, Laptop, Speakers",0.1,1.0,10.0
"Monitor, Mouse, Speakers","External Hard Drive, Laptop, Microsoft Office",0.1,1.0,10.0
"Laptop, Monitor, Mouse","External Hard Drive, Microsoft Office, Speakers",0.1,1.0,5.0
"External Hard Drive, Microsoft Office, Mouse","Laptop, Monitor, Speakers",0.1,1.0,10.0
"External Hard Drive, Mouse, Speakers","Laptop, Microsoft Office, Monitor",0.1,1.0,10.0
"External Hard Drive, Laptop, Mouse","Microsoft Office, Monitor, Speakers",0.1,0.5,1.6666666666666667
"Microsoft Office, Mouse, Speakers","External Hard Drive, Laptop, Monitor",0.1,0.5,5.0
"Laptop, Microsoft Office, Mouse","External Hard Drive, Monitor, Speakers",0.1,0.5,1.6666666666666667
"Laptop, Mouse, Speakers","External Hard Drive, Microsoft Office, Monitor",0.1,0.5,2.5
"External Hard Drive, Microsoft Office, Monitor","Laptop, Mouse, Speakers",0.1,0.5,2.5
"External Hard Drive, Laptop, Monitor","Microsoft Office, Mouse, Speakers",0.1,1.0,5.0
"Laptop, Microsoft Office, Monitor","External Hard Drive, Mouse, Speakers",0.1,1.0,10.0
"Laptop, Monitor, Speakers","External Hard Drive, Microsoft Office, Mouse",0.1,1.0,10.0
"External Hard Drive, Microsoft Office, Speakers","Laptop, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Laptop, Microsoft Office","Monitor, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Laptop, Speakers","Microsoft Office, Monitor, Mouse",0.1,1.0,10.0
"Laptop, Microsoft Office, Speakers","External Hard Drive, Monitor, Mouse",0.1,0.5,2.5
"Monitor, Mouse","External Hard Drive, Laptop, Microsoft Office, Speakers",0.1,0.5,5.0
"Microsoft Office, Mouse","External Hard Drive, Laptop, Monitor, Speakers",0.1,0.5,5.0
"Mouse, Speakers","External Hard Drive, Laptop, Microsoft Office, Monitor",0.1,0.5,5.0
"Laptop, Monitor","External Hard Drive, Microsoft Office, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Microsoft Office","Laptop, Monitor, Mouse, Speakers",0.1,0.5,5.0
"External Hard Drive, Laptop","Microsoft Office, Monitor, Mouse, Speakers",0.1,0.5,5.0
"Laptop, Microsoft Office","External Hard Drive, Monitor, Mouse, Speakers",0.1,0.5,5.0
"Laptop, Speakers","External Hard Drive, Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Keyboard, Microsoft Office, Mouse, Speakers",Laptop,0.1,1.0,2.0
"External Hard Drive, Laptop, Microsoft Office, Mouse, Speakers",Keyboard,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Mouse, Speakers",External Hard Drive,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Mouse",Speakers,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Speakers",Mouse,0.1,1.0,2.0
"External Hard Drive, Microsoft Office, Mouse, Speakers","Keyboard, Laptop",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Mouse, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Laptop, Mouse, Speakers","Keyboard, Microsoft Office",0.1,1.0,5.0
"Keyboard, Microsoft Office, Mouse, Speakers","External Hard Drive, Laptop",0.1,1.0,5.0
"Laptop, Microsoft Office, Mouse, Speakers","External Hard Drive, Keyboard",0.1,0.5,1.25
"Keyboard, Laptop, Mouse, Speakers","External Hard Drive, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Keyboard, Microsoft Office, Mouse","Laptop, Speakers",0.1,1.0,5.0
"External Hard Drive, Laptop, Microsoft Office, Mouse","Keyboard, Speakers",0.1,1.0,5.0
"External Hard Drive, Keyboard, Laptop, Mouse","Microsoft Office, Speakers",0.1,0.5,1.25
"Keyboard, Laptop, Microsoft Office, Mouse","External Hard Drive, Speakers",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Microsoft Office, Speakers","Laptop, Mouse",0.1,0.5,1.25
"External Hard Drive, Laptop, Microsoft Office, Speakers","Keyboard, Mouse",0.1,1.0,2.5
"External Hard Drive, Keyboard, Laptop, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Keyboard, Laptop, Microsoft Office, Speakers","External Hard Drive, Mouse",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Laptop, Microsoft Office","Mouse, Speakers",0.1,1.0,5.0
"External Hard Drive, Mouse, Speakers","Keyboard, Laptop, Microsoft Office",0.1,1.0,10.0
"Microsoft Office, Mouse, Speakers","External Hard Drive, Keyboard, Laptop",0.1,0.5,2.5
"Keyboard, Mouse, Speakers","External Hard Drive, Laptop, Microsoft Office",0.1,1.0,10.0
"Laptop, Mouse, Speakers","External Hard Drive, Keyboard, Microsoft Office",0.1,0.5,2.5
"External Hard Drive, Microsoft Office, Mouse","Keyboard, Laptop, Speakers",0.1,1.0,10.0
"External Hard Drive, Laptop, Mouse","Keyboard, Microsoft Office, Speakers",0.1,0.5,2.5
"Keyboard, Microsoft Office, Mouse","External Hard Drive, Laptop, Speakers",0.1,1.0,10.0
"Laptop, Microsoft Office, Mouse","External Hard Drive, Keyboard, Speakers",0.1,0.5,2.5
"External Hard Drive, Microsoft Office, Speakers","Keyboard, Laptop, Mouse",0.1,0.5,1.6666666666666667
"External Hard Drive, Keyboard, Speakers","Laptop, Microsoft Office, Mouse",0.1,0.5,2.5
"External Hard Drive, Laptop, Speakers","Keyboard, Microsoft Office, Mouse",0.1,1.0,10.0
"Keyboard, Microsoft Office, Speakers","External Hard Drive, Laptop, Mouse",0.1,0.5,2.5
"Laptop, Microsoft Office, Speakers","External Hard Drive, Keyboard, Mouse",0.1,0.5,1.6666666666666667
"Keyboard, Laptop, Speakers","External Hard Drive, Microsoft Office, Mouse",0.1,1.0,10.0
"External Hard Drive, Keyboard, Microsoft Office","Laptop, Mouse, Speakers",0.1,0.5,2.5
"External Hard Drive, Laptop, Microsoft Office","Keyboard, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Keyboard, Laptop","Microsoft Office, Mouse, Speakers",0.1,0.5,2.5
"Keyboard, Laptop, Microsoft Office","External Hard Drive, Mouse, Speakers",0.1,1.0,10.0
"Mouse, Speakers","External Hard Drive, Keyboard, Laptop, Microsoft Office",0.1,0.5,5.0
"Microsoft Office, Mouse","External Hard Drive, Keyboard, Laptop, Speakers",0.1,0.5,5.0
"Keyboard, Speakers","External Hard Drive, Laptop, Microsoft Office, Mouse",0.1,0.5,5.0
"Laptop, Speakers","External Hard Drive, Keyboard, Microsoft Office, Mouse",0.1,0.5,5.0
"External Hard Drive, Microsoft Office","Keyboard, Laptop, Mouse, Speakers",0.1,0.5,5.0
"External Hard Drive, Laptop","Keyboard, Microsoft Office, Mouse, Speakers",0.1,0.5,5.0
"Keyboard, Microsoft Office","External Hard Drive, Laptop, Mouse, Speakers",0.1,0.5,5.0
"Laptop, Microsoft Office","External Hard Drive, Keyboard, Mouse, Speakers",0.1,0.5,5.0
"External Hard Drive, Keyboard, Microsoft Office, Monitor, Mouse",Laptop,0.1,1.0,2.0
"External Hard Drive, Laptop, Microsoft Office, Monitor, Mouse",Keyboard,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Monitor, Mouse",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Monitor, Mouse",External Hard Drive,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Mouse",Monitor,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Monitor",Mouse,0.1,1.0,2.0
"External Hard Drive, Microsoft Office, Monitor, Mouse","Keyboard, Laptop",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Monitor, Mouse","Laptop, Microsoft Office",0.1,0.5,2.5
"External Hard Drive, Laptop, Monitor, Mouse","Keyboard, Microsoft Office",0.1,1.0,5.0
"Keyboard, Microsoft Office, Monitor, Mouse","External Hard Drive, Laptop",0.1,1.0,5.0
"Laptop, Microsoft Office, Monitor, Mouse","External Hard Drive, Keyboard",0.1,1.0,2.5
"Keyboard, Laptop, Monitor, Mouse","External Hard Drive, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Keyboard, Microsoft Office, Mouse","Laptop, Monitor",0.1,1.0,10.0
"External Hard Drive, Laptop, Microsoft Office, Mouse","Keyboard, Monitor",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Laptop, Mouse","Microsoft Office, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Laptop, Microsoft Office, Mouse","External Hard Drive, Monitor",0.1,1.0,2.5
"External Hard Drive, Keyboard, Microsoft Office, Monitor","Laptop, Mouse",0.1,0.5,1.25
"External Hard Drive, Laptop, Microsoft Office, Monitor","Keyboard, Mouse",0.1,1.0,2.5
"External Hard Drive, Keyboard, Laptop, Monitor","Microsoft Office, Mouse",0.1,1.0,5.0
"Keyboard, Laptop, Microsoft Office, Monitor","External Hard Drive, Mouse",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Laptop, Microsoft Office","Monitor, Mouse",0.1,1.0,5.0
"External Hard Drive, Monitor, Mouse","Keyboard, Laptop, Microsoft Office",0.1,0.5,5.0
"Microsoft Office, Monitor, Mouse","External Hard Drive, Keyboard, Laptop",0.1,1.0,5.0
"Keyboard, Monitor, Mouse","External Hard Drive, Laptop, Microsoft Office",0.1,0.5,5.0
"Laptop, Monitor, Mouse","External Hard Drive, Keyboard, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Microsoft Office, Mouse","Keyboard, Laptop, Monitor",0.1,1.0,10.0
"External Hard Drive, Laptop, Mouse","Keyboard, Microsoft Office, Monitor",0.1,0.5,2.5
"Keyboard, Microsoft Office, Mouse","External Hard Drive, Laptop, Monitor",0.1,1.0,10.0
"Laptop, Microsoft Office, Mouse","External Hard Drive, Keyboard, Monitor",0.1,0.5,1.6666666666666667
"External Hard Drive, Microsoft Office, Monitor","Keyboard, Laptop, Mouse",0.1,0.5,1.6666666666666667
"External Hard Drive, Laptop, Monitor","Keyboard, Microsoft Office, Mouse",0.1,1.0,10.0
"Keyboard, Microsoft Office, Monitor","External Hard Drive, Laptop, Mouse",0.1,0.5,2.5
"Laptop, Microsoft Office, Monitor","External Hard Drive, Keyboard, Mouse",0.1,1.0,3.3333333333333335
"Keyboard, Laptop, Monitor","External Hard Drive, Microsoft Office, Mouse",0.1,1.0,10.0
"External Hard Drive, Keyboard, Microsoft Office","Laptop, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Laptop, Microsoft Office","Keyboard, Monitor, Mouse",0.1,1.0,5.0
"External Hard Drive, Keyboard, Laptop","Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"Keyboard, Laptop, Microsoft Office","External Hard Drive, Monitor, Mouse",0.1,1.0,5.0
"Monitor, Mouse","External Hard Drive, Keyboard, Laptop, Microsoft Office",0.1,0.5,5.0
"Microsoft Office, Mouse","External Hard Drive, Keyboard, Laptop, Monitor",0.1,0.5,5.0
"Laptop, Monitor","External Hard Drive, Keyboard, Microsoft Office, Mouse",0.1,1.0,10.0
"External Hard Drive, Microsoft Office","Keyboard, Laptop, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Laptop","Keyboard, Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"Keyboard, Microsoft Office","External Hard Drive, Laptop, Monitor, Mouse",0.1,0.5,5.0
"Laptop, Microsoft Office","External Hard Drive, Keyboard, Monitor, Mouse",0.1,0.5,2.5
"External Hard Drive, Keyboard, Microsoft Office, Monitor, Mouse, Speakers",Laptop,0.1,1.0,2.0
"External Hard Drive, Laptop, Microsoft Office, Monitor, Mouse, Speakers",Keyboard,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Monitor, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Monitor, Mouse, Speakers",External Hard Drive,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Mouse, Speakers",Monitor,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Monitor, Mouse",Speakers,0.1,1.0,2.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Monitor, Speakers",Mouse,0.1,1.0,2.0
"External Hard Drive, Microsoft Office, Monitor, Mouse, Speakers","Keyboard, Laptop",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Monitor, Mouse, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Laptop, Monitor, Mouse, Speakers","Keyboard, Microsoft Office",0.1,1.0,5.0
"Keyboard, Microsoft Office, Monitor, Mouse, Speakers","External Hard Drive, Laptop",0.1,1.0,5.0
"Laptop, Microsoft Office, Monitor, Mouse, Speakers","External Hard Drive, Keyboard",0.1,1.0,2.5
"Keyboard, Laptop, Monitor, Mouse, Speakers","External Hard Drive, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Keyboard, Microsoft Office, Mouse, Speakers","Laptop, Monitor",0.1,1.0,10.0
"External Hard Drive, Laptop, Microsoft Office, Mouse, Speakers","Keyboard, Monitor",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Laptop, Mouse, Speakers","Microsoft Office, Monitor",0.1,1.0,3.3333333333333335
"Keyboard, Laptop, Microsoft Office, Mouse, Speakers","External Hard Drive, Monitor",0.1,1.0,2.5
"External Hard Drive, Keyboard, Microsoft Office, Monitor, Mouse","Laptop, Speakers",0.1,1.0,5.0
"External Hard Drive, Laptop, Microsoft Office, Monitor, Mouse","Keyboard, Speakers",0.1,1.0,5.0
"External Hard Drive, Keyboard, Laptop, Monitor, Mouse","Microsoft Office, Speakers",0.1,1.0,2.5
"Keyboard, Laptop, Microsoft Office, Monitor, Mouse","External Hard Drive, Speakers",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Mouse","Monitor, Speakers",0.1,1.0,2.5
"External Hard Drive, Keyboard, Microsoft Office, Monitor, Speakers","Laptop, Mouse",0.1,0.5,1.25
"External Hard Drive, Laptop, Microsoft Office, Monitor, Speakers","Keyboard, Mouse",0.1,1.0,2.5
"External Hard Drive, Keyboard, Laptop, Monitor, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Keyboard, Laptop, Microsoft Office, Monitor, Speakers","External Hard Drive, Mouse",0.1,1.0,3.3333333333333335
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Speakers","Monitor, Mouse",0.1,1.0,5.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office, Monitor","Mouse, Speakers",0.1,1.0,5.0
"External Hard Drive, Monitor, Mouse, Speakers","Keyboard, Laptop, Microsoft Office",0.1,1.0,10.0
"Microsoft Office, Monitor, Mouse, Speakers","External Hard Drive, Keyboard, Laptop",0.1,1.0,5.0
"Keyboard, Monitor, Mouse, Speakers","External Hard Drive, Laptop, Microsoft Office",0.1,1.0,10.0
"Laptop, Monitor, Mouse, Speakers","External Hard Drive, Keyboard, Microsoft Office",0.1,1.0,5.0
"External Hard Drive, Microsoft Office, Mouse, Speakers","Keyboard, Laptop, Monitor",0.1,1.0,10.0
"External Hard Drive, Keyboard, Mouse, Speakers","Laptop, Microsoft Office, Monitor",0.1,1.0,10.0
"External Hard Drive, Laptop, Mouse, Speakers","Keyboard, Microsoft Office, Monitor",0.1,1.0,5.0
"Keyboard, Microsoft Office, Mouse, Speakers","External Hard Drive, Laptop, Monitor",0.1,1.0,10.0
"Laptop, Microsoft Office, Mouse, Speakers","External Hard Drive, Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Laptop, Mouse, Speakers","External Hard Drive, Microsoft Office, Monitor",0.1,1.0,5.0
"External Hard Drive, Microsoft Office, Monitor, Mouse","Keyboard, Laptop, Speakers",0.1,1.0,10.0
"External Hard Drive, Keyboard, Monitor, Mouse","Laptop, Microsoft Office, Speakers",0.1,0.5,2.5
"External Hard Drive, Laptop, Monitor, Mouse","Keyboard, Microsoft Office, Speakers",0.1,1.0,5.0
"Keyboard, Microsoft Office, Monitor, Mouse","External Hard Drive, Laptop, Speakers",0.1,1.0,10.0
"Laptop, Microsoft Office, Monitor, Mouse","External Hard Drive, Keyboard, Speakers",0.1,1.0,5.0
"Keyboard, Laptop, Monitor, Mouse","External Hard Drive, Microsoft Office, Speakers",0.1,1.0,5.0
"External Hard Drive, Keyboard, Microsoft Office, Mouse","Laptop, Monitor, Speakers",0.1,1.0,10.0
"External Hard Drive, Laptop, Microsoft Office, Mouse","Keyboard, Monitor, Speakers",0.1,1.0,5.0
"External Hard Drive, Keyboard, Laptop, Mouse","Microsoft Office, Monitor, Speakers",0.1,0.5,1.6666666666666667
"Keyboard, Laptop, Microsoft Office, Mouse","External Hard Drive, Monitor, Speakers",0.1,1.0,3.3333333333333335
"External Hard Drive, Microsoft Office, Monitor, Speakers","Keyboard, Laptop, Mouse",0.1,0.5,1.6666666666666667
"External Hard Drive, Keyboard, Monitor, Speakers","Laptop, Microsoft Office, Mouse",0.1,0.5,2.5
"External Hard Drive, Laptop, Monitor, Speakers","Keyboard, Microsoft Office, Mouse",0.1,1.0,10.0
"Keyboard, Microsoft Office, Monitor, Speakers","External Hard Drive, Laptop, Mouse",0.1,0.5,2.5
"Laptop, Microsoft Office, Monitor, Speakers","External Hard Drive, Keyboard, Mouse",0.1,1.0,3.3333333333333335
"Keyboard, Laptop, Monitor, Speakers","External Hard Drive, Microsoft Office, Mouse",0.1,1.0,10.0
"External Hard Drive, Keyboard, Microsoft Office, Speakers","Laptop, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Laptop, Microsoft Office, Speakers","Keyboard, Monitor, Mouse",0.1,1.0,5.0
"External Hard Drive, Keyboard, Laptop, Speakers","Microsoft Office, Monitor, Mouse",0.1,1.0,10.0
"Keyboard, Laptop, Microsoft Office, Speakers","External Hard Drive, Monitor, Mouse",0.1,1.0,5.0
"External Hard Drive, Keyboard, Microsoft Office, Monitor","Laptop, Mouse, Speakers",0.1,0.5,2.5
"External Hard Drive, Laptop, Microsoft Office, Monitor","Keyboard, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Keyboard, Laptop, Monitor","Microsoft Office, Mouse, Speakers",0.1,1.0,5.0
"Keyboard, Laptop, Microsoft Office, Monitor","External Hard Drive, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Keyboard, Laptop, Microsoft Office","Monitor, Mouse, Speakers",0.1,1.0,10.0
"Monitor, Mouse, Speakers","External Hard Drive, Keyboard, Laptop, Microsoft Office",0.1,1.0,10.0
"External Hard Drive, Mouse, Speakers","Keyboard, Laptop, Microsoft Office, Monitor",0.1,1.0,10.0
"Microsoft Office, Mouse, Speakers","External Hard Drive, Keyboard, Laptop, Monitor",0.1,0.5,5.0
"Keyboard, Mouse, Speakers","External Hard Drive, Laptop, Microsoft Office, Monitor",0.1,1.0,10.0
"Laptop, Mouse, Speakers","External Hard Drive, Keyboard, Microsoft Office, Monitor",0.1,0.5,2.5
"External Hard Drive, Monitor, Mouse","Keyboard, Laptop, Microsoft Office, Speakers",0.1,0.5,5.0
"Microsoft Office, Monitor, Mouse","External Hard Drive, Keyboard, Laptop, Speakers",0.1,1.0,10.0
"Keyboard, Monitor, Mouse","External Hard Drive, Laptop, Microsoft Office, Speakers",0.1,0.5,5.0
"Laptop, Monitor, Mouse","External Hard Drive, Keyboard, Microsoft Office, Speakers",0.1,1.0,5.0
"External Hard Drive, Microsoft Office, Mouse","Keyboard, Laptop, Monitor, Speakers",0.1,1.0,10.0
"External Hard Drive, Laptop, Mouse","Keyboard, Microsoft Office, Monitor, Speakers",0.1,0.5,2.5
"Keyboard, Microsoft Office, Mouse","External Hard Drive, Laptop, Monitor, Speakers",0.1,1.0,10.0
"Laptop, Microsoft Office, Mouse","External Hard Drive, Keyboard, Monitor, Speakers",0.1,0.5,2.5
"Keyboard, Monitor, Speakers","External Hard Drive, Laptop, Microsoft Office, Mouse",0.1,0.5,5.0
"Laptop, Monitor, Speakers","External Hard Drive, Keyboard, Microsoft Office, Mouse",0.1,1.0,10.0
"External Hard Drive, Microsoft Office, Speakers","Keyboard, Laptop, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Keyboard, Speakers","Laptop, Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"External Hard Drive, Laptop, Speakers","Keyboard, Microsoft Office, Monitor, Mouse",0.1,1.0,10.0
"Keyboard, Microsoft Office, Speakers","External Hard Drive, Laptop, Monitor, Mouse",0.1,0.5,5.0
"Laptop, Microsoft Office, Speakers","External Hard Drive, Keyboard, Monitor, Mouse",0.1,0.5,2.5
"Keyboard, Laptop, Speakers","External Hard Drive, Microsoft Office, Monitor, Mouse",0.1,1.0,10.0
"External Hard Drive, Microsoft Office, Monitor","Keyboard, Laptop, Mouse, Speakers",0.1,0.5,5.0
"External Hard Drive, Laptop, Monitor","Keyboard, Microsoft Office, Mouse, Speakers",0.1,1.0,10.0
"Keyboard, Microsoft Office, Monitor","External Hard Drive, Laptop, Mouse, Speakers",0.1,0.5,5.0
"Laptop, Microsoft Office, Monitor","External Hard Drive, Keyboard, Mouse, Speakers",0.1,1.0,10.0
"Keyboard, Laptop, Monitor","External Hard Drive, Microsoft Office, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Keyboard, Microsoft Office","Laptop, Monitor, Mouse, Speakers",0.1,0.5,5.0
"External Hard Drive, Laptop, Microsoft Office","Keyboard, Monitor, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Keyboard, Laptop","Microsoft Office, Monitor, Mouse, Speakers",0.1,0.5,5.0
"Keyboard, Laptop, Microsoft Office","External Hard Drive, Monitor, Mouse, Speakers",0.1,1.0,10.0
"Mouse, Speakers","External Hard Drive, Keyboard, Laptop, Microsoft Office, Monitor",0.1,0.5,5.0
"Monitor, Mouse","External Hard Drive, Keyboard, Laptop, Microsoft Office, Speakers",0.1,0.5,5.0
"Microsoft Office, Mouse","External Hard Drive, Keyboard, Laptop, Monitor, Speakers",0.1,0.5,5.0
"Keyboard, Speakers","External Hard Drive, Laptop, Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"Laptop, Speakers","External Hard Drive, Keyboard, Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"Laptop, Monitor","External Hard Drive, Keyboard, Microsoft Office, Mouse, Speakers",0.1,1.0,10.0
"External Hard Drive, Microsoft Office","Keyboard, Laptop, Monitor, Mouse, Speakers",0.1,0.5,5.0
