antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Java For Dummies', 'A Beginner’s Guide'})","frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch', 'HTML and CSS: Design and Build Websites'})",0.3,0.2,0.2,0.6666666666666667,3.3333333333333335,1.0,0.14,2.400000000000001,1.0000000000000002,0.6666666666666667,0.5833333333333334,0.8333333333333334
"frozenset({'Beginning Programming with Java', 'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",frozenset({'Java 8 Pocket Guide'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",frozenset({'Beginning Programming with Java'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",frozenset({'C++ Programming in Easy Steps'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java', 'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})",frozenset({'Effective Java (2nd Edition)'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Beginning Programming with Java'})",frozenset({'Head First Java 2nd Edition'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})","frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Beginning Programming with Java', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})","frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Java 8 Pocket Guide', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})","frozenset({'C++ Programming in Easy Steps', 'Beginning Programming with Java'})",0.2,0.3,0.2,1.0,3.3333333333333335,1.0,0.14,inf,0.8749999999999999,0.6666666666666667,1.0,0.8333333333333334
"frozenset({'Beginning Programming with Java', 'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})","frozenset({'Java 8 Pocket Guide', 'Effective Java (2nd Edition)'})",0.2,0.3,0.2,1.0,3.3333333333333335,1.0,0.14,inf,0.8749999999999999,0.6666666666666667,1.0,0.8333333333333334
"frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})","frozenset({'Beginning Programming with Java', 'Effective Java (2nd Edition)'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java', 'Head First Java 2nd Edition'})","frozenset({'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)'})",0.3,0.4,0.2,0.6666666666666667,1.6666666666666667,1.0,0.08000000000000002,1.8000000000000003,0.5714285714285716,0.4000000000000001,0.44444444444444453,0.5833333333333334
"frozenset({'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Beginning Programming with Java'})","frozenset({'Java 8 Pocket Guide', 'Head First Java 2nd Edition'})",0.2,0.3,0.2,1.0,3.3333333333333335,1.0,0.14,inf,0.8749999999999999,0.6666666666666667,1.0,0.8333333333333334
"frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)'})","frozenset({'Beginning Programming with Java', 'Head First Java 2nd Edition'})",0.3,0.4,0.2,0.6666666666666667,1.6666666666666667,1.0,0.08000000000000002,1.8000000000000003,0.5714285714285716,0.4000000000000001,0.44444444444444453,0.5833333333333334
"frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java', 'Effective Java (2nd Edition)'})","frozenset({'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Beginning Programming with Java'})","frozenset({'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",0.3,0.2,0.2,0.6666666666666667,3.3333333333333335,1.0,0.14,2.400000000000001,1.0000000000000002,0.6666666666666667,0.5833333333333334,0.8333333333333334
"frozenset({'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})","frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Beginning Programming with Java'})",0.2,0.3,0.2,1.0,3.3333333333333335,1.0,0.14,inf,0.8749999999999999,0.6666666666666667,1.0,0.8333333333333334
"frozenset({'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})","frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java', 'Effective Java (2nd Edition)'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Java 8 Pocket Guide', 'Head First Java 2nd Edition'})","frozenset({'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Beginning Programming with Java'})",0.3,0.2,0.2,0.6666666666666667,3.3333333333333335,1.0,0.14,2.400000000000001,1.0000000000000002,0.6666666666666667,0.5833333333333334,0.8333333333333334
"frozenset({'Beginning Programming with Java', 'Effective Java (2nd Edition)'})","frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Java 8 Pocket Guide', 'Effective Java (2nd Edition)'})","frozenset({'Beginning Programming with Java', 'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})",0.3,0.2,0.2,0.6666666666666667,3.3333333333333335,1.0,0.14,2.400000000000001,1.0000000000000002,0.6666666666666667,0.5833333333333334,0.8333333333333334
"frozenset({'C++ Programming in Easy Steps', 'Beginning Programming with Java'})","frozenset({'Java 8 Pocket Guide', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",0.3,0.2,0.2,0.6666666666666667,3.3333333333333335,1.0,0.14,2.400000000000001,1.0000000000000002,0.6666666666666667,0.5833333333333334,0.8333333333333334
